gender;spkid;vowel;f0;F1;F2;F3
C;67;ER;205.;760.;2240.;2460.
C;68;IY;253.;330.;3250.;3720.
C;68;IY;262.;340.;3100.;3400.
C;68;IH;250.;500.;2500.;3640.
C;68;IH;278.;530.;2630.;3640.
C;68;EH;255.;710.;2550.;3560.
C;68;EH;250.;750.;2480.;3470.
C;68;AE;233.;1140.;2260.;3640.
C;68;AE;245.;1110.;2230.;3380.
C;68;AH;256.;770.;1540.;3500.
C;68;AH;257.;800.;1490.;3300.
C;68;AA;240.;940.;1400.;3400.
C;68;AA;245.;930.;1370.;3120.
C;68;AO;240.;530.;860.;3400.
C;68;AO;240.;520.;910.;3420.
C;68;UH;255.;510.;1250.;3320.
C;68;UH;260.;520.;1140.;3320.
C;68;UW;274.;360.;660.;3050.
C;68;UW;260.;310.;730.;3500.
C;68;ER;250.;550.;1500.;1800.
C;68;ER;239.;480.;1650.;1960.
C;69;IY;250.;300.;2950.;3600.
C;69;IY;270.;320.;3210.;3600.
C;69;IH;290.;550.;2610.;3560.
C;69;IH;286.;540.;2570.;3600.
C;69;EH;280.;700.;2500.;3580.
C;69;EH;263.;600.;2360.;3400.
C;69;AE;260.;970.;2400.;3200.
C;69;AE;250.;950.;2270.;3200.
C;69;AH;270.;780.;1650.;3350.
C;69;AH;250.;720.;1500.;3240.
C;69;AA;278.;950.;1200.;2950.
C;69;AA;250.;920.;1080.;2770.
C;69;AO;262.;790.;1050.;2900.
C;69;AO;250.;750.;1000.;2500.
C;69;UH;275.;540.;1430.;3320.
C;69;UH;263.;530.;1580.;3200.
C;69;UW;295.;420.;1500.;3010.
C;69;UW;260.;450.;1330.;2840.
C;69;ER;272.;570.;1880.;2400.
C;69;ER;255.;510.;1610.;1910.
C;70;IY;235.;280.;2820.;3400.
C;70;IY;244.;317.;3125.;3500.
C;70;IH;230.;460.;2520.;3300.
C;70;IH;212.;420.;2480.;3140.
C;70;EH;235.;657.;2300.;3300.
C;70;EH;232.;672.;2275.;3300.
C;70;AE;231.;808.;1950.;3300.
C;70;AE;225.;870.;2000.;3200.
C;70;AH;236.;706.;1410.;3200.
C;70;AH;211.;720.;1480.;2880.
C;70;AA;250.;950.;1350.;3100.
C;70;AA;227.;910.;1360.;2950.
C;70;AO;203.;700.;1120.;3070.
C;70;AO;230.;690.;920.;2760.
C;70;UH;250.;475.;1250.;3150.
C;70;UH;212.;460.;1210.;2750.
C;70;UW;244.;403.;1100.;2950.
C;70;UW;242.;363.;920.;2900.
C;70;ER;226.;452.;1580.;1810.
C;70;ER;232.;510.;1550.;1740.
C;71;IY;230.;280.;3140.;3830.
C;71;IY;250.;300.;3400.;3950.
C;71;IH;225.;450.;2700.;3650.
C;71;IH;250.;400.;2840.;3700.
C;71;EH;215.;580.;2650.;3550.
C;71;EH;220.;620.;2660.;3770.
C;71;AE;240.;910.;2370.;3160.
C;71;AE;233.;930.;2350.;3450.
C;71;AH;250.;770.;1650.;3420.
C;71;AH;230.;690.;1600.;3350.
C;71;AA;242.;970.;1450.;3260.
C;71;AA;225.;1010.;1650.;3150.
C;71;AO;232.;670.;1160.;3550.
C;71;AO;225.;720.;1260.;3400.
C;71;UH;216.;500.;1640.;3580.
C;71;UH;250.;450.;1440.;3500.
C;71;UW;290.;350.;1160.;3260.
C;71;UW;273.;330.;1090.;3350.
C;71;ER;240.;430.;1800.;2400.
C;71;ER;233.;470.;1840.;2400.
C;72;IY;275.;330.;3050.;3800.
C;72;IY;286.;340.;2860.;3610.
C;72;IH;280.;500.;2720.;3360.
C;72;IH;230.;600.;2750.;3550.
C;72;EH;245.;735.;2450.;3300.
C;72;EH;258.;780.;2560.;3300.
C;72;AE;235.;940.;2020.;2580.
C;72;AE;232.;1070.;2320.;2900.
C;72;AH;268.;860.;1530.;3100.
C;72;AH;256.;970.;1500.;3050.
C;72;AA;245.;780.;1250.;3180.
C;72;AA;236.;970.;970.;3120.
C;72;AO;258.;825.;1210.;3100.
C;72;AO;300.;930.;930.;2900.
C;72;UH;260.;490.;1460.;2860.
C;72;UH;286.;570.;1320.;2840.
C;72;UW;275.;470.;1400.;2800.
C;72;UW;286.;370.;1160.;2800.
C;72;ER;268.;510.;1660.;2100.
C;72;ER;250.;480.;1700.;1830.
C;73;IY;295.;380.;3200.;4000.
C;73;IY;267.;350.;3250.;3700.
C;73;IH;294.;380.;2960.;3800.
C;73;IH;300.;520.;2900.;3600.
C;73;EH;280.;670.;2790.;3600.
C;73;EH;275.;620.;2750.;3500.
C;73;AE;262.;1070.;2380.;3100.
C;73;AE;275.;1130.;2320.;3110.
C;73;AH;290.;700.;1730.;2960.
C;73;AH;270.;725.;1570.;2900.
C;73;AA;278.;1110.;1630.;2780.
C;73;AA;280.;1130.;1400.;3000.
C;73;AO;292.;580.;930.;2950.
C;73;AO;270.;540.;1070.;3000.
C;73;UH;300.;450.;1350.;3000.
C;73;UH;320.;520.;1600.;3150.
C;73;UW;307.;460.;1460.;3070.
C;73;UW;300.;400.;1700.;3000.
C;73;ER;300.;540.;1770.;2040.
C;73;ER;286.;540.;2050.;2300.
C;74;IY;300.;300.;3250.;3850.
C;74;IY;275.;275.;3280.;3800.
C;74;IH;286.;570.;2850.;3400.
C;74;IH;267.;485.;2630.;3450.
C;74;EH;264.;650.;2880.;3500.
C;74;EH;284.;570.;2900.;3600.
C;74;AE;260.;1300.;2280.;3130.
C;74;AE;260.;1300.;2160.;3300.
C;74;AH;275.;850.;1540.;3020.
C;74;AH;262.;840.;1580.;2880.
C;74;AA;250.;1230.;1300.;3200.
C;74;AA;286.;1090.;1230.;2980.
C;74;AO;265.;850.;850.;2920.
C;74;AO;285.;685.;1030.;2900.
C;74;UH;283.;540.;1420.;3050.
C;74;UH;300.;600.;1440.;2900.
C;74;UW;280.;390.;1340.;2830.
C;74;UW;284.;340.;1110.;3080.
C;74;ER;280.;530.;1650.;1740.
C;74;ER;286.;550.;1660.;1770.
C;75;IY;265.;370.;2950.;3400.
C;75;IY;290.;370.;2910.;3480.
C;75;IH;271.;515.;2740.;3280.
C;75;IH;290.;485.;2600.;3200.
C;75;EH;262.;630.;2520.;3150.
C;75;EH;272.;565.;2440.;3120.
C;75;AE;262.;970.;2030.;2880.
C;75;AE;275.;915.;2130.;2900.
C;75;AH;270.;810.;1600.;3230.
C;75;AH;280.;760.;1530.;3180.
C;75;AA;270.;810.;1350.;2940.
C;75;AA;275.;1000.;1360.;3000.
C;75;AO;270.;535.;970.;2960.
C;75;AO;275.;550.;1080.;2850.
C;75;UH;275.;550.;1420.;3040.
C;75;UH;295.;570.;1500.;3000.
C;75;UW;283.;510.;1700.;3020.
C;75;UW;278.;500.;1640.;3050.
C;75;ER;261.;522.;1830.;2350.
C;75;ER;282.;530.;1800.;2250.
C;76;IY;320.;350.;3240.;3760.
C;76;IY;344.;344.;3120.;3640.
C;76;IH;308.;590.;2760.;3500.
C;76;IH;320.;540.;2900.;3500.
C;76;EH;307.;830.;2750.;3650.
C;76;EH;308.;800.;2640.;3540.
C;76;AE;294.;1140.;2450.;3230.
C;76;AE;239.;1130.;2550.;3150.
C;76;AH;310.;930.;1540.;3120.
C;76;AH;315.;950.;1670.;3150.
C;76;AA;350.;1190.;1470.;3150.
C;76;AA;314.;1070.;1460.;2950.
C;76;AO;300.;910.;1200.;3180.
C;76;AO;330.;830.;1250.;3250.
C;76;UH;327.;630.;1310.;3270.
C;76;UH;322.;610.;1550.;3400.
C;76;UW;345.;520.;1250.;3460.
C;76;UW;334.;500.;1140.;3380.
C;76;ER;308.;740.;1850.;2160.
C;76;ER;328.;660.;1830.;2200.
